blockgr10,rs,sfpar,mfpar,cdpar,aptpar,othpar,alsales,sfsales,mfsales,cdsales,f,f_bor,f_tax,f_mort,gt1_alsales,gt1_sfsales,gt1_mfsales,gt1_cdsales,cntynme10,area10,demo,mf_s8prop,assisted_units_count,property_total_unit_count,pop,vac_hunit,rent_hunit,com_area,rvac_area,pv,n_sales_17,med_sfarea17,med_sfprice17,med_sfprice_per_sqft17,n_sales_18,med_sfarea18,med_sfprice18,med_sfprice_per_sqft18,n_sales_19,med_sfarea19,med_sfprice19,med_sfprice_per_sqft19,med_alsales,med_sfsales,med_mfsales,med_cdsales,med_alpricesft,med_sfpricesft,med_mfpricesft,med_cdpricesft,std_alpricesft,std_sfpricesft,std_mfpricesft,std_cdpricesft,_gt1_alsales,_gt1_sfsales,_gt1_mfsales,_gt1_cdsales,_mf_s8prop,_com_area,_rvac_area,_pv
390351546013,412.33333333,395.33333333,17,0,0,0,82,78,4,0,21,0,3,18,75,72,3,0,Cuyahoga,0.127592097,0,0,0,0,947,74,38,0.0080071668,0.0029703642,72,27,1225,57500,44.349680171,25,1188,65000,51.587301587,26,1208,58000,46.927457725,1.0933333333,1.0833333333,1.3333333333,,45.393104699,45.393104699,43.055669224,,18.191348131,18.53060794,9.5185104996,,18.19,17.46,0.73,0,0,6.28,2.33,17.46
390351546014,314.33333333,284,30,0,0,1,90,78,12,0,16,1,1,14,79,70,9,0,Cuyahoga,0.0855671918,0,0,0,0,850,36,136,0.0206670756,0.0028672018,70,19,1126,44900,33.394607843,24,1158,58600,52.322788183,35,1284,51400,46.660117878,1.1392405063,1.1142857143,1.3333333333,,44.386417944,47.369396477,37.406697077,,65.370522809,69.595255191,18.912494709,,25.13,22.27,2.86,0,0,24.15,3.35,22.27
390351546015,296.33333333,248.66666667,46.666666667,0,0,1.5,81,64,17,0,21,3,5,13,57,45,12,0,Cuyahoga,0.0664497287,1,0,0,0,940,28,110,0.0024322056,0.0021328699,68,14,1152,50750,45.465573828,21,1348,51500,38.804945055,29,1440,71900,56.41025641,1.4210526316,1.4222222222,1.4166666667,,45.172219085,48.542083551,31.844106464,,20.787442932,19.90003269,20.437311478,,19.24,15.19,4.05,0,0,3.66,3.21,22.95
390351546031,314,314,0,0,0,0,62,62,0,0,11,0,0,11,54,54,0,0,Cuyahoga,0.1145653957,0,0,0,0,722,0,100,0,0.0061624053,19,22,1170,54000,50.435193587,21,1170,69000,55.167055167,19,1170,69900,61.090225564,1.1481481481,1.1481481481,,,55.318570319,55.318570319,,,22.150693556,22.150693556,,,17.2,17.2,0,0,0,0,5.38,6.05
390351546032,395.66666667,393.66666667,2,0,0,0,86,86,0,0,18,2,4,12,79,79,0,0,Cuyahoga,0.1103591986,0,0,0,0,947,18,94,0.0084928116,0.0011116133,57,26,1143,59750,48.891723356,25,1080,60000,58.656957929,35,1134,65500,57.347670251,1.0886075949,1.0886075949,,,57.287116375,57.287116375,,,18.631343385,18.631343385,,,19.97,19.97,0,0,0,7.7,1.01,14.41
390351546033,292,292,0,0,0,0,68,68,0,0,14,0,0,14,61,61,0,0,Cuyahoga,0.0813648557,0,0,0,0,714,24,106,0,0.0065805785,45,15,1156,65000,53.571428571,22,1176,81000,56.813002279,31,1186,65000,62.380038388,1.1147540984,1.1147540984,,,58.588435374,58.588435374,,,21.481092506,21.481092506,,,20.89,20.89,0,0,0,0,8.09,15.41
390351546034,318.66666667,312.66666667,6,0,0,0,65,63,2,0,12,0,0,12,60,58,2,0,Cuyahoga,0.1820487199,0,0,0,0,952,38,140,0.0072302212,0.0049328512,57,20,1167,57900,47.991686942,24,1164,73500,58.031926331,19,1152,71918,57.488409273,1.0833333333,1.0862068966,1,,54.67571644,56.08974359,32.023809524,,30.91955868,31.040184202,9.9331666881,,18.83,18.2,0.63,0,0,3.97,2.71,17.89
390351546041,548.66666667,547.66666667,1,0,0,0,116,116,0,0,23,1,2,20,105,105,0,0,Cuyahoga,0.1586698471,1,0,0,0,1868,26,186,0.0081143466,0.000080062,90,50,1170,59450,52.33649201,42,1170,76000,63.80261895,24,1170,66000,58.064175691,1.1047619048,1.1047619048,,,57.851281429,57.851281429,,,21.101805351,21.101805351,,,19.14,19.14,0,0,0,5.11,0.05,16.4
390351546042,459.66666667,459.66666667,0,0,0,0,106,106,0,0,22,1,3,18,92,92,0,0,Cuyahoga,0.1629667782,0,0,0,0,862,34,40,0.0102468578,0.0012416064,99,35,1170,57000,47.348484848,37,1170,70000,63.660477454,34,1196,79950,60.714787815,1.152173913,1.152173913,,,55.555555556,55.555555556,,,21.689925287,21.689925287,,,20.01,20.01,0,0,0,6.29,0.76,21.54
390351546043,451.33333333,449,2,0,0,1,77,77,0,0,10,0,0,10,72,72,0,0,Cuyahoga,0.1564018829,0,0,0,0,787,20,47,0.0038062801,0.0398439652,68,32,1209,64500,52.296707861,27,1176,60500,53.492484527,18,1161,66200,53.995706824,1.0694444444,1.0694444444,,,53.01748449,53.01748449,,,22.062367451,22.062367451,,,15.95,15.95,0,0,0,2.43,25.48,15.07
390351546044,293,292,1,0,0,0,66,65,1,0,7,0,1,6,61,60,1,0,Cuyahoga,0.0754045965,0,0,0,0,569,27,112,0.0093887741,0.0016356749,34,22,1131,53950,47.458370174,19,1145,65000,57.471264368,24,1132.5,65000,57.809527637,1.0819672131,1.0833333333,1,,52.541869531,52.681992337,43.03599374,,18.824666653,18.913991849,,,20.82,20.48,0.34,0,0,12.45,2.17,11.6
390351547001,390.33333333,385.33333333,5,0,0,0,70,70,0,0,27,2,12,13,53,53,0,0,Cuyahoga,0.1139626902,5,0,0,0,737,30,39,0.0096964316,0.0118795555,110,17,1248,29000,23.81993007,21,1260,38900,28.245270711,32,1265,43000,33.251999619,1.320754717,1.320754717,,,28.601694915,28.601694915,,,15.157086502,15.157086502,,,13.58,13.58,0,0,0,8.51,10.42,28.18
390351547002,465.66666667,453,8,0,0,4.6666666667,80,79,1,0,36,2,13,21,64,63,1,0,Cuyahoga,0.6754706972,0,0,0,0,1793,144,507,0.2963755452,0.147744024,133,24,1209,36900,27.967616655,29,1209,47500,35.61827957,26,1161,54500,42.895238095,1.25,1.253968254,1,,37.979271886,38.215488215,13.675213675,,18.251138602,18.185396051,,,13.74,13.53,0.21,0,0,43.88,21.87,28.56
390351551011,653,652,1,0,0,0,80,80,0,0,6,0,0,6,76,76,0,0,Cuyahoga,1.4325186063,0,0,0,0,1384,54,46,0.6428741606,0.1056846878,32,29,2072,257500,124.68030691,27,1827,240000,111.30260102,24,2044,232500,109.28267999,1.0526315789,1.0526315789,,,114.96492595,114.96492595,,,24.40898174,24.40898174,,,11.64,11.64,0,0,0,44.88,7.38,4.9
390351551012,1564.6666667,1392,0,171,0,1.6666666667,208,167,0,41,13,0,2,11,202,162,0,40,Cuyahoga,2.5171722803,0,0,0,0,4045,0,69,1.0790607782,0.2813365186,26,62,3052.5,372400,122.51365875,45,2978,363500,126.62880053,60,3104,405000,126.58677737,1.0297029703,1.0308641975,,1.025,125.63743739,124.9648975,,126.62337662,22.562105333,23.428369361,,18.542929081,12.91,10.35,0,2.56,0,42.87,11.18,1.66
390351551021,529,529,0,0,0,0,67,67,0,0,9,0,2,7,62,62,0,0,Cuyahoga,0.4816790657,0,0,0,0,1336,0,33,0.0504277505,0.0340198864,13,22,1755,210500,115.62600662,15,1808,200000,113.76564278,30,1669,218100,122.0236542,1.0806451613,1.0806451613,,,118.01801802,118.01801802,,,26.122654179,26.122654179,,,11.72,11.72,0,0,0,10.47,7.06,2.46
390351551022,702.33333333,699.33333333,2,0,0,1,77,77,0,0,7,0,0,7,74,74,0,0,Cuyahoga,0.7209543056,0,0,0,0,1631,35,24,0.0246128185,0.0192238077,51,28,1651,168250,98.852128924,25,1791,200500,117.89181692,24,2115.5,210000,109.01370912,1.0405405405,1.0405405405,,,104.51505017,104.51505017,,,21.416614323,21.416614323,,,10.54,10.54,0,0,0,3.41,2.67,7.26
390351561011,553.66666667,543,6,0,0,4.6666666667,56,56,0,0,6,0,0,6,51,51,0,0,Cuyahoga,3.4453186656,0,0,0,0,1297,12,50,3.0194395661,0.3145941302,32,20,1510,201249.5,116.89069003,20,1830.5,234950,125.16839329,16,1905.5,245000,144.04451806,1.0980392157,1.0980392157,,,131.4140051,131.4140051,,,36.987018399,36.987018399,,,9.21,9.21,0,0,0,87.64,9.13,5.78
390351561021,619.66666667,618,1,0,0,2,58,58,0,0,5,0,2,3,56,56,0,0,Cuyahoga,0.9910038193,0,0,0,0,1572,61,31,0.005635223,0.1329103535,24,14,1473,191640,128.43512583,19,1500,210000,138.51306095,25,1896,230000,135.75819672,1.0357142857,1.0357142857,,,131.1774423,131.1774423,,,43.792715435,43.792715435,,,9.04,9.04,0,0,0,0.57,13.41,3.87
390351561022,904.66666667,902.66666667,1,0,0,1,99,99,0,0,15,0,0,15,91,91,0,0,Cuyahoga,1.2556239643,0,0,0,0,2372,47,29,0.0183478607,0.4875769413,18,25,1472,180000,131.21333745,38,2248,251000,127.15860839,36,2287,280370,130.73816094,1.0879120879,1.0879120879,,,129.26829268,129.26829268,,,29.696048931,29.696048931,,,10.06,10.06,0,0,0,1.46,38.83,1.99
390351561023,319.66666667,310.33333333,8,0,0,2,29,29,0,0,1,0,1,0,25,25,0,0,Cuyahoga,0.9728010323,0,0,0,0,817,46,47,0.0297318354,0.1121691704,7,10,1692,176500,114.68963099,10,1573.5,202500,135.1582949,9,1482,190000,128.20512821,1.16,1.16,,,122.60807938,122.60807938,,,29.69096416,29.69096416,,,7.82,7.82,0,0,0,3.06,11.53,2.19
390351561024,544.33333333,540.66666667,0,0,0,3.6666666667,57,57,0,0,3,0,0,3,56,56,0,0,Cuyahoga,2.8755496164,1,0,0,0,1098,61,31,0.286963886,0.2363036257,11,15,1886,263000,111.4453125,23,1745,233000,132.49211356,19,1822,256000,144.75271411,1.0178571429,1.0178571429,,,132.92611984,132.92611984,,,31.411466388,31.411466388,,,10.29,10.29,0,0,0,9.98,8.22,2.02
390351601001,318.66666667,301.66666667,11,0,0,6,44,42,2,0,0,0,0,0,40,38,2,0,Cuyahoga,0.2416559459,0,0,0,0,732,45,15,0.0068155992,0.0090522053,34,13,2186,378000,166.26115166,14,3299.5,585000,172.53093512,15,2205,400000,202.24425887,1.1,1.1052631579,1,,176.06502113,176.06502113,196.32605334,,94.227670961,94.573924189,122.53649648,,12.55,11.92,0.63,0,0,2.82,3.75,10.67
390351601002,382,289.66666667,86.333333333,6,0,0,64,43,21,0,5,0,0,5,59,39,20,0,Cuyahoga,0.1804799868,0,0,0,0,1163,17,160,0,0.0073383336,12,12,1647.5,206350,124.03112027,16,1863,311000,162.09226519,15,1512,265000,158.51795264,1.0847457627,1.1025641026,1.05,,120.81582733,147.16703458,74.717285945,,46.445397892,36.190066571,25.871749764,,15.45,10.21,5.24,0,0,0,4.07,3.14
390351602001,370,273.66666667,96.333333333,0,0,0,75,50,25,0,7,0,1,6,67,44,23,0,Cuyahoga,0.1213299058,0,0,0,0,1269,88,164,0.0174093922,0.0011783316,19,16,1414,162700,121.12192786,14,1383,180382.5,132.30713432,20,1460.5,216450,163.23057222,1.1194029851,1.1363636364,1.0869565217,,118.28644501,136.11308829,76.08034084,,41.916427099,37.268927442,22.046215337,,18.11,11.89,6.22,0,0,14.35,0.97,5.14
390351602002,157.33333333,120.33333333,37,0,0,0,27,20,7,0,4,0,0,4,27,20,7,0,Cuyahoga,0.0686933685,0,0,0,0,970,23,468,0.0106011105,0.0015624641,0,4,1425.5,158000,105.67969173,8,1708,221450,139.94230038,8,1248.5,185000,148.1425896,1,1,1,,114.41509434,131.895159,79.482439926,,41.490348787,36.24664035,6.6172278605,,17.16,12.71,4.45,0,0,15.43,2.27,0
390351603001,289,220,69,0,0,0,43,30,13,0,4,0,1,3,41,28,13,0,Cuyahoga,0.119558469,0,0,0,0,818,64,132,0.0071654399,0.0026605544,11,11,1624,218000,134.2364532,9,1676,186200,123.85321101,10,1672.5,267500,164.61681406,1.0487804878,1.0714285714,1,,121.95281782,138.7023775,77.274209325,,47.150113502,40.900728884,22.454942373,,14.19,9.69,4.5,0,0,5.99,2.23,3.81
390351603002,329,226,102,0,0,1,73,46,27,0,2,0,0,2,64,39,25,0,Cuyahoga,0.0887340019,0,0,0,0,922,0,197,0.0109938877,0.001896809,5,12,1418.5,160200,104.85653693,13,1415,172000,122.55211623,21,1276,187000,139.51250802,1.140625,1.1794871795,1.08,,105.07674144,128.63374201,75.046406789,,47.226520499,44.980805562,23.325624008,,19.45,11.85,7.6,0,0,12.39,2.14,1.52
390351604001,218,205,13,0,0,0,36,34,2,0,2,0,0,2,31,29,2,0,Cuyahoga,0.1899275209,0,0,0,0,748,30,262,0,0.0037771178,0,10,1878.5,224000,124.58564666,13,1956,358000,180.44237485,11,1906,365000,183.72703412,1.1612903226,1.1724137931,1,,172.30754489,172.64596654,80.41985942,,77.182558777,75.914299328,3.8262590284,,14.22,13.3,0.92,0,0,0,1.99,0
390351604002,548.66666667,406.66666667,141.66666667,0,0,1,114,87,27,0,7,0,1,6,103,77,26,0,Cuyahoga,0.1489296476,0,0,0,0,1884,94,288,0,0.0005991736,18,30,1614.5,179410,129.69663051,24,1630,195950,134.00835744,33,1496,199000,127.24637681,1.1067961165,1.1153846154,1.0384615385,,121.36836733,129.01195721,86.538461538,,42.587959358,40.860933902,27.245017241,,18.77,14.03,4.74,0,0,0,0.4,3.28
390351604003,202,131,71,0,0,0,37,20,17,0,5,0,1,4,33,18,15,0,Cuyahoga,0.102281555,0,0,0,0,665,0,155,0.0610326274,0.0018765065,11,3,1330,182000,151.7535545,14,1559,212450,137.80179128,3,1728,315000,176.55047533,1.1212121212,1.1111111111,1.1333333333,,106.64993726,143.01012461,68.965517241,,42.871627963,25.614320805,13.290912055,,16.34,8.91,7.43,0,0,59.67,1.83,5.45
390351605001,301.66666667,256,45.333333333,0,0,1,44,34,10,0,2,0,1,1,42,33,9,0,Cuyahoga,0.1911503065,0,0,0,0,1161,0,65,0.0028498407,0.0135289687,13,18,2380.5,381250,161.41993097,5,2744,495000,176.2078094,11,2492,512057,190.60995185,1.0476190476,1.0303030303,1.1111111111,,150.0822276,164.98237173,66.251155632,,68.118389552,56.989934746,25.735689417,,13.92,10.94,2.98,0,0,1.49,7.08,4.31
390351605002,340,196,144,0,0,0,88,53,35,0,4,0,0,4,77,45,32,0,Cuyahoga,0.1426381126,0,0,0,0,1311,76,481,0.0161392691,0.0008296746,2,20,1398,177250,123.64851228,11,1771,177000,126.99077955,22,1582.5,225000,141.98600657,1.1428571429,1.1777777778,1.09375,,101.78388042,130.67081604,75.043252595,,40.778074409,35.547923858,24.468243289,,22.65,13.24,9.41,0,0,11.31,0.58,0.59
390351605003,252,226,26,0,0,0,46,43,3,0,4,0,0,4,41,38,3,0,Cuyahoga,0.1252129353,0,3,111,455,1340,43,596,0.0370136378,0.0003631844,3,15,1640,195000,118.75761267,13,1662,260000,158.97755611,15,1574,244000,161.58536585,1.1219512195,1.1315789474,1,,146.91844871,148.05950841,68.947906027,,38.732862565,34.703982981,5.0179891246,,16.27,15.08,1.19,0,1.19,29.56,0.29,1.19
390351606011,1574.6666667,1,0,1046,0,527.66666667,155,0,0,155,15,0,1,14,126,0,0,126,Cuyahoga,0.0568369429,0,1,169,183,2103,184,1149,0.0097630782,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.2301587302,,,1.2301587302,68.10766721,,,68.10766721,29.093931479,,,29.093931479,8,0,0,8,0.06,17.18,0,0.19
390351606012,143,11,7,125,0,0,45,2,1,42,1,0,0,1,39,2,1,36,Cuyahoga,0.0596624386,0,0,0,0,1656,89,1013,0.0193685434,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.1538461538,1,1,1.1666666667,77.067082683,166.26751969,77.372764787,74.386503067,36.22766345,0.7000180351,,32.573108216,27.27,1.4,0.7,25.17,0,32.46,0,2.8
390351606013,1166,60.666666667,11,1093,0,1.3333333333,247,10,1,236,4,0,0,4,228,9,1,218,Cuyahoga,0.1001066414,0,0,0,0,1294,154,457,0.0005021809,0.0052628558,8,3,2500,336000,152.51798561,3,1994,299000,123.64760433,4,2589.5,437500,199.92053463,1.0833333333,1.1111111111,1,1.0825688073,131.57894737,151.23391758,89.83641727,129.63163924,36.617823484,34.780219881,,36.361940518,19.55,0.77,0.09,18.7,0,0.5,5.26,0.69
390351606021,196,116,79,1,0,0,46,23,22,1,3,0,1,2,41,20,20,1,Cuyahoga,0.0807980578,0,0,0,0,862,0,297,0,0.0078060434,26,6,1653.5,137250,87.70393695,7,1436,159900,118.97321429,10,2076,275000,140.96144386,1.1219512195,1.15,1.1,1,84.917988061,103.34849111,64.778905308,113.44537815,44.401713169,49.92211197,19.005250712,,20.92,10.2,10.2,0.51,0,0,9.66,13.27
390351606022,139.33333333,40.333333333,62,37,0,0,39,7,16,16,8,0,0,8,34,6,15,13,Cuyahoga,0.050715679,0,0,0,0,1130,95,554,0.0207681216,0.0003960055,25,3,1300,103700,68.461538462,3,1376,152900,95.337528604,1,1116,165000,147.84946237,1.1470588235,1.1666666667,1.0666666667,1.2307692308,64.814814815,95.337528604,69.747150997,52.550357375,25.029122212,30.103675333,23.264627196,10.577474987,24.4,4.31,10.77,9.33,0,40.95,0.78,17.94
390351606023,94.666666667,71.666666667,23,0,0,0,20,16,4,0,2,0,0,2,20,16,4,0,Cuyahoga,0.0527554568,0,0,0,0,483,18,231,0.0351172234,0.0000543073,31,8,1227,81000,66.855051286,4,1481,120000,88.031116837,4,1429.5,177500,115.01175549,1,1,1,,80.033912774,80.033912774,74.754350029,,26.034168633,27.471840194,22.272055258,,21.13,16.9,4.23,0,0,66.57,0.1,32.75
390351606024,108.33333333,88,20,0,0,1,43,34,9,0,3,0,1,2,32,25,7,0,Cuyahoga,0.0643891014,0,0,0,0,417,32,151,0.0146858858,0.0003242654,32,14,1282,118950,82.952846423,8,1272,118250,89.196455029,12,1248,158150,132.00804572,1.34375,1.36,1.2857142857,,84.770114943,91.377464798,57.547169811,,41.414549612,39.024036124,21.528857022,,29.54,23.08,6.46,0,0,22.81,0.5,29.54
390351607001,228.66666667,169.66666667,59,0,0,0,51,39,12,0,0,0,0,0,51,39,12,0,Cuyahoga,0.1853587739,0,0,0,0,1458,145,786,0.0472858198,0.0047519585,4,11,1427,167500,132.06388206,12,1457,174950,132.49971164,16,1259,187500,143.04610697,1,1,1,,129.05569007,138.75968992,72.361980349,,57.841065616,55.193947834,19.087078458,,22.3,17.06,5.25,0,0,25.51,2.56,1.75
390351608001,257,195,62,0,0,0,39,30,9,0,3,0,0,3,35,27,8,0,Cuyahoga,0.1630548095,0,0,0,0,998,0,337,0.0261594998,0.0007543475,11,13,1367,130500,110.2292769,10,1712,230950,158.46216264,7,1580,159700,116.15853659,1.1142857143,1.1111111111,1.125,,111.11111111,118.49593496,83.798882682,,42.467362395,44.183034092,16.303869959,,13.62,10.51,3.11,0,0,16.04,0.46,4.28
390351609001,328,265,63,0,0,0,64,49,15,0,6,0,2,4,59,44,15,0,Cuyahoga,0.0753628974,0,0,0,0,1040,0,233,0.0125274406,0,7,16,1383,152500,122.36597687,15,1330,185000,141.68039539,18,1385,178295,128.15971596,1.0847457627,1.1136363636,1,,123.12018369,133.4180432,81.951219512,,36.155110883,33.79238362,16.322725911,,17.99,13.41,4.57,0,0,16.62,0,2.13
390351609002,313.66666667,289.66666667,24,0,0,0,51,46,5,0,1,0,0,1,48,43,5,0,Cuyahoga,0.2244994958,0,0,0,0,1658,33,467,0.0195764463,0.0022045024,20,19,1601,180000,118.03185438,15,1636,231900,137.17647059,12,1576,249950,143.87127822,1.0625,1.0697674419,1,,121.25863392,122.69320609,75.207860922,,32.10405185,30.075776072,9.8418400843,,15.3,13.71,1.59,0,0,8.72,0.98,6.38
390351609003,488,331,157,0,0,0,95,60,35,0,2,0,0,2,90,56,34,0,Cuyahoga,0.3437050674,0,0,0,0,1159,7,141,0,0.0007728564,32,17,1366,169000,119.47513812,25,1476,175000,128.35349816,18,1518.5,211000,136.48219049,1.0555555556,1.0714285714,1.0294117647,,113.18770227,128.07016942,77.264653641,,37.094859252,31.515128741,15.438980487,,18.44,11.48,6.97,0,0,0,0.22,6.56
390351610001,581,433,148,0,0,0,133,94,39,0,13,0,1,12,113,80,33,0,Cuyahoga,0.1438925586,0,0,0,0,1726,82,259,0.0230949768,0.0010231577,34,32,1401,157000,111.46355723,31,1434,205000,142.6746167,31,1320,172500,131.75675676,1.1769911504,1.175,1.1818181818,,111.96105702,128.20283992,71.770334928,,46.306401134,43.228565334,28.370108404,,19.45,13.77,5.68,0,0,16.05,0.71,5.85
390351611001,333,232.33333333,89.666666667,11,0,0,71,46,20,5,4,1,1,2,60,38,17,5,Cuyahoga,0.0797687094,0,0,0,0,1276,42,171,0.0138864139,0,16,23,1412,172000,117.84511785,12,1428,184500,133.97968311,11,1505,197000,134.90066225,1.1833333333,1.2105263158,1.1764705882,1,116.76849966,126.46543809,90.008365916,152.99479167,49.92360693,53.286256035,25.859541677,12.536850071,18.02,11.41,5.11,1.5,0,17.41,0,4.8
390351611002,371,221.66666667,85,64,0,1,79,41,24,14,7,0,1,6,67,35,18,14,Cuyahoga,0.1171538247,0,0,0,0,923,35,166,0.0226509771,0.0019090048,11,13,1316,168000,123.43260188,10,1237,162000,135.66477071,18,1384,175000,125.84779373,1.1791044776,1.1714285714,1.3333333333,1,101.2145749,126.45590682,71.303422815,89.494569758,35.090837263,32.855054527,25.494747567,17.469773235,18.06,9.43,4.85,3.77,0,19.33,1.63,2.96
390351611003,238,174,64,0,0,0,60,47,13,0,5,0,0,5,53,42,11,0,Cuyahoga,0.0573863663,0,0,0,0,508,17,52,0.0075293776,0.0002179106,20,14,1378,149500,107.40148438,16,1337.5,144025,119.80034736,17,1326,180000,146.4811784,1.1320754717,1.119047619,1.1818181818,,112.83549566,120.19230769,72.648902821,,39.765455088,36.885848936,15.812159462,,22.27,17.65,4.62,0,0,13.12,0.38,8.4
390351611004,335.33333333,263.33333333,72,0,0,0,64,51,13,0,7,1,1,5,57,44,13,0,Cuyahoga,0.0965390573,0,0,0,0,1029,26,135,0.0191776429,0,12,16,1501.5,172500,122.18980453,14,1487,202500,124.49542401,21,1470,200000,128.09099901,1.1228070175,1.1590909091,1,,112.64724013,124.48418157,80.745341615,,40.071144592,38.177274444,24.212050605,,17,13.12,3.88,0,0,19.87,0,3.58
390351612001,423,177,164,82,0,0,119,41,62,16,5,0,0,5,96,35,45,16,Cuyahoga,0.1305685586,0,0,0,0,1131,150,275,0.0437141658,0.0003443526,15,10,1444,128500,96.954829381,21,1638,215000,139.17884482,10,1793,219000,130.46853531,1.2395833333,1.1388888889,1.3777777778,1,76.619601329,129.28321678,73.257040526,58.928571429,46.644186883,53.124041043,30.756403729,13.39957458,22.7,8.27,10.64,3.78,0,33.48,0.26,3.55
390351612002,259.33333333,224,35,0,0,1,59,50,9,0,2,0,0,2,53,45,8,0,Cuyahoga,0.0806745051,0,0,0,0,881,7,130,0.015658682,0.000770489,20,15,1366,160000,105.16826923,18,1424,187750,133.30525715,17,1358,202000,136.22974963,1.1132075472,1.1111111111,1.125,,120.09512485,130.20279496,88.638373121,,38.865207866,37.784686458,20.08715989,,20.44,17.35,3.08,0,0,19.41,0.96,7.71
390351612003,245,168,77,0,0,0,51,28,23,0,4,0,1,3,48,26,22,0,Cuyahoga,0.0617879311,0,0,0,0,574,69,88,0,0.0007790978,8,10,1338,151500,120.72057157,10,1335.5,169250,122.66987039,8,1269,184500,152.00743795,1.0625,1.0769230769,1.0454545455,,96.374045802,125.27013312,78.422053232,,39.09118232,32.847887328,17.424656754,,19.59,10.61,8.98,0,0,0,1.26,3.27
390351613001,488,380,108,0,0,0,90,67,23,0,4,0,0,4,86,65,21,0,Cuyahoga,0.1544817968,0,1,65,65,1584,48,311,0.0128687801,0.00012203,24,16,1309.5,160000,117.04410862,26,1427.5,188250,129.08648006,25,1452,206000,132.36434109,1.0465116279,1.0307692308,1.0952380952,,113.9070911,126.54320988,75.698757764,,37.92862744,33.988662613,15.133059703,,17.62,13.32,4.3,0,0.2,8.33,0.08,4.92
390351613002,481.66666667,321.33333333,73,87,0,1,100,55,18,27,3,0,1,2,89,47,16,26,Cuyahoga,0.1552184798,0,0,0,0,1364,65,261,0.0730127626,0.002612094,19,14,1395,159900,107.7476725,18,1315.5,160000,115.45764971,23,1398,184900,147.36842105,1.1235955056,1.170212766,1.125,1.0384615385,85.452279202,121.2549463,77.773830182,47.738693467,44.407323413,35.679748065,24.317064548,15.637161497,18.48,9.76,3.32,5.4,0,47.04,1.68,3.94
390351614001,305,268.33333333,36.666666667,0,0,0,77,60,17,0,2,0,0,2,66,52,14,0,Cuyahoga,0.1006298099,0,0,0,0,1025,28,90,0.0328221849,0.0000903926,8,14,1645,184500,112.06816335,29,1624,185000,116.29098361,17,1612,195000,106.88585608,1.1666666667,1.1538461538,1.2142857143,,101.86011905,109.48035823,75.894834437,,42.922465082,34.807445229,57.713554657,,21.64,17.05,4.59,0,0,32.62,0.09,2.62
390351614002,242.33333333,174.33333333,68,0,0,0,59,38,21,0,5,0,1,4,54,37,17,0,Cuyahoga,0.0959629929,0,0,0,0,813,26,178,0.0111825284,0,26,16,1356,152000,112.25579976,11,1275,139000,111.92196532,11,1248,166000,132.3407775,1.0925925926,1.027027027,1.2352941176,,100.74937552,118.63581911,75.376884422,,37.588689201,34.792761962,26.344061606,,22.28,15.27,7.02,0,0,11.65,0,10.73
390351614003,268,174,94,0,0,0,58,35,23,0,5,0,0,5,52,33,19,0,Cuyahoga,0.0819845497,0,0,0,0,577,12,141,0.0211443268,0,8,8,1406,145500,109.27950474,14,1337,146000,113.34165199,13,1215,165000,134.48784083,1.1153846154,1.0606060606,1.2105263158,,95.136219079,115.86802828,67.748091603,,36.253321094,28.721380074,23.363065507,,19.4,12.31,7.09,0,0,25.79,0,2.99
390351614004,324,205,119,0,0,0,74,47,27,0,10,0,1,9,64,40,24,0,Cuyahoga,0.0815158217,0,0,0,0,925,111,187,0,0.0012267562,17,16,1270,139950,113.39729532,11,1174,153000,127.34241908,20,1264.5,187500,145.55015103,1.15625,1.175,1.125,,108.78510589,126.47492625,62.5,,40.440446577,34.707393912,18.521508183,,19.75,12.35,7.41,0,0,0,1.5,5.25
390351615001,221,207,14,0,0,0,40,34,6,0,1,0,0,1,38,32,6,0,Cuyahoga,0.0853166115,0,0,0,0,917,16,253,0.0227821539,0,7,15,1981,224000,121.09795479,11,1664,210000,122.19558965,8,1819.5,270000,164.48051418,1.0526315789,1.0625,1,,117.89837499,124.00555025,78.845657504,,40.119148931,38.419828345,18.932959515,,17.19,14.48,2.71,0,0,26.7,0,3.17
390351615002,272,241,31,0,0,0,49,42,7,0,5,0,0,5,44,37,7,0,Cuyahoga,0.0830980684,0,0,0,0,657,50,82,0.0161069861,0.0002152204,8,14,1369.5,151950,102.96905632,11,1456,165000,116.27906977,17,1510,195000,131.95435093,1.1136363636,1.1351351351,1,,106.82158921,114.00545667,65.606006435,,34.736224232,29.342057176,10.92862328,,16.18,13.6,2.57,0,0,19.38,0.26,2.94
390351615003,333.33333333,153,180.33333333,0,0,0,77,35,42,0,10,1,0,9,67,30,37,0,Cuyahoga,0.1038471993,0,0,0,0,1008,94,314,0.0168104339,0,35,16,1339,131750,97.142595622,10,1322,158350,116.84069425,9,1316,170000,140.84507042,1.1492537313,1.1666666667,1.1351351351,,84.973166369,107.19754977,75.219813291,,35.068261653,39.943553211,22.186727651,,20.1,9,11.1,0,0,16.19,0,10.5
